Date,Year,Month,Day,Discharge
2009-12-22,2009,12,22,0.49
2009-12-23,2009,12,23,0.475
2009-12-24,2009,12,24,0.465
2009-12-25,2009,12,25,0.52
2009-12-26,2009,12,26,5
2009-12-27,2009,12,27,7.5
2009-12-28,2009,12,28,2.4
2009-12-29,2009,12,29,1.3
2009-12-30,2009,12,30,0.95
2009-12-31,2009,12,31,0.75
2010-01-01,2010,1,1,0.58
2010-01-02,2010,1,2,0.5
2010-01-03,2010,1,3,0.46
2010-01-04,2010,1,4,0.47
2010-01-05,2010,1,5,0.48
2010-01-06,2010,1,6,0.43
2010-01-07,2010,1,7,0.4
2010-01-08,2010,1,8,0.37
2010-01-09,2010,1,9,0.352
2010-01-10,2010,1,10,0.34
2010-01-11,2010,1,11,0.35
2010-01-12,2010,1,12,0.36
2010-01-13,2010,1,13,0.37
2010-01-14,2010,1,14,0.38
2010-01-15,2010,1,15,0.389
2010-01-16,2010,1,16,0.397
2010-01-17,2010,1,17,0.405
2010-01-18,2010,1,18,0.41
2010-01-19,2010,1,19,0.395
2010-01-20,2010,1,20,0.37
2010-01-21,2010,1,21,0.345
2010-01-22,2010,1,22,0.35
2010-01-23,2010,1,23,0.355
2010-01-24,2010,1,24,0.45
2010-01-25,2010,1,25,6.25
2010-01-26,2010,1,26,5.5
2010-01-27,2010,1,27,2
2010-01-28,2010,1,28,1
2010-01-29,2010,1,29,0.85
2010-01-30,2010,1,30,0.75
2010-01-31,2010,1,31,0.7
2010-02-01,2010,2,1,0.65
2010-02-02,2010,2,2,0.61
2010-02-03,2010,2,3,0.58
2010-02-04,2010,2,4,0.56
2010-02-05,2010,2,5,0.54
2010-02-06,2010,2,6,0.52
2010-02-07,2010,2,7,0.505
2010-02-08,2010,2,8,0.49
2010-02-09,2010,2,9,0.475
2010-02-10,2010,2,10,0.46
2010-02-11,2010,2,11,0.445
2010-02-12,2010,2,12,0.432
2010-02-13,2010,2,13,0.42
2010-02-14,2010,2,14,0.412
2010-02-15,2010,2,15,0.405
2010-02-16,2010,2,16,0.4
2010-02-17,2010,2,17,0.405
2010-02-18,2010,2,18,0.415
2010-02-19,2010,2,19,0.425
2010-02-20,2010,2,20,0.433
2010-02-21,2010,2,21,0.44
2010-02-22,2010,2,22,0.433
2010-02-23,2010,2,23,0.425
2010-02-24,2010,2,24,0.42
2010-02-25,2010,2,25,0.415
2010-02-26,2010,2,26,0.41
2010-02-27,2010,2,27,0.44
2010-02-28,2010,2,28,0.5
2010-03-01,2010,3,1,0.6
2010-03-02,2010,3,2,1
2010-03-03,2010,3,3,0.9
2010-03-04,2010,3,4,0.8
2010-03-05,2010,3,5,0.7
2010-03-06,2010,3,6,0.65
2010-03-07,2010,3,7,1
2010-03-08,2010,3,8,2
2010-03-09,2010,3,9,4
2010-03-10,2010,3,10,3.5
2010-03-11,2010,3,11,3
2010-03-12,2010,3,12,3.7
2010-03-13,2010,3,13,5
2010-03-14,2010,3,14,15
2010-03-15,2010,3,15,4.5
2010-03-16,2010,3,16,2.5
2010-03-17,2010,3,17,2
2010-03-18,2010,3,18,1.75
2010-03-19,2010,3,19,1.5
2010-03-20,2010,3,20,1.3
2010-03-21,2010,3,21,1.09
2010-03-22,2010,3,22,1.03
2010-03-23,2010,3,23,2.12
2010-03-24,2010,3,24,2.55
2010-03-25,2010,3,25,1.44
2010-03-26,2010,3,26,0.999
2010-03-27,2010,3,27,0.79
2010-03-28,2010,3,28,0.778
2010-03-29,2010,3,29,1.49
2010-03-30,2010,3,30,1.24
2010-03-31,2010,3,31,0.949
2010-04-01,2010,4,1,0.822
2010-04-02,2010,4,2,0.765
2010-04-03,2010,4,3,0.711
2010-04-04,2010,4,4,0.641
2010-04-05,2010,4,5,0.592
2010-04-06,2010,4,6,0.637
2010-04-07,2010,4,7,0.731
2010-04-08,2010,4,8,2.9
2010-04-09,2010,4,9,3.18
2010-04-10,2010,4,10,1.49
2010-04-11,2010,4,11,1.08
2010-04-12,2010,4,12,0.813
2010-04-13,2010,4,13,0.705
2010-04-14,2010,4,14,0.604
2010-04-15,2010,4,15,0.542
2010-04-16,2010,4,16,0.506
2010-04-17,2010,4,17,0.47
2010-04-18,2010,4,18,0.452
2010-04-19,2010,4,19,0.411
2010-04-20,2010,4,20,0.375
2010-04-21,2010,4,21,0.352
2010-04-22,2010,4,22,0.346
2010-04-23,2010,4,23,0.325
2010-04-24,2010,4,24,0.313
2010-04-25,2010,4,25,0.312
2010-04-26,2010,4,26,0.312
2010-04-27,2010,4,27,0.285
2010-04-28,2010,4,28,0.258
2010-04-29,2010,4,29,0.238
2010-04-30,2010,4,30,0.225
2010-05-01,2010,5,1,0.226
2010-05-02,2010,5,2,0.285
2010-05-03,2010,5,3,0.402
2010-05-04,2010,5,4,0.363
2010-05-05,2010,5,5,0.314
2010-05-06,2010,5,6,0.992
2010-05-07,2010,5,7,0.594
2010-05-08,2010,5,8,3.61
2010-05-09,2010,5,9,2.11
2010-05-10,2010,5,10,1.15
2010-05-11,2010,5,11,0.792
2010-05-12,2010,5,12,0.709
2010-05-13,2010,5,13,0.601
2010-05-14,2010,5,14,0.945
2010-05-15,2010,5,15,0.685
2010-05-16,2010,5,16,0.535
2010-05-17,2010,5,17,0.436
2010-05-18,2010,5,18,0.41
2010-05-19,2010,5,19,0.349
2010-05-20,2010,5,20,0.332
2010-05-21,2010,5,21,0.28
2010-05-22,2010,5,22,0.253
2010-05-23,2010,5,23,0.25
2010-05-24,2010,5,24,0.245
2010-05-25,2010,5,25,0.23
2010-05-26,2010,5,26,0.228
2010-05-27,2010,5,27,0.196
2010-05-28,2010,5,28,0.229
2010-05-29,2010,5,29,0.2
2010-05-30,2010,5,30,0.16
2010-05-31,2010,5,31,0.151
2010-06-01,2010,6,1,0.184
2010-06-02,2010,6,2,0.259
2010-06-03,2010,6,3,2.62
2010-06-04,2010,6,4,1.74
2010-06-05,2010,6,5,0.89
2010-06-06,2010,6,6,2.45
2010-06-07,2010,6,7,1.61
2010-06-08,2010,6,8,0.752
2010-06-09,2010,6,9,0.543
2010-06-10,2010,6,10,0.492
2010-06-11,2010,6,11,0.404
2010-06-12,2010,6,12,0.623
2010-06-13,2010,6,13,0.866
2010-06-14,2010,6,14,0.583
2010-06-15,2010,6,15,0.431
2010-06-16,2010,6,16,1.36
2010-06-17,2010,6,17,1.57
2010-06-18,2010,6,18,0.699
2010-06-19,2010,6,19,0.503
2010-06-20,2010,6,20,0.442
2010-06-21,2010,6,21,0.334
2010-06-22,2010,6,22,0.414
2010-06-23,2010,6,23,0.646
2010-06-24,2010,6,24,4.13
2010-06-25,2010,6,25,2.02
2010-06-26,2010,6,26,1.1
2010-06-27,2010,6,27,1.37
2010-06-28,2010,6,28,6.76
2010-06-29,2010,6,29,1.82
2010-06-30,2010,6,30,0.923
2010-07-01,2010,7,1,0.637
2010-07-02,2010,7,2,0.478
2010-07-03,2010,7,3,0.377
2010-07-04,2010,7,4,0.315
2010-07-05,2010,7,5,0.268
2010-07-06,2010,7,6,0.234
2010-07-07,2010,7,7,0.209
2010-07-08,2010,7,8,0.194
2010-07-09,2010,7,9,0.356
2010-07-10,2010,7,10,0.428
2010-07-11,2010,7,11,0.298
2010-07-12,2010,7,12,0.253
2010-07-13,2010,7,13,0.236
2010-07-14,2010,7,14,0.228
2010-07-15,2010,7,15,0.191
2010-07-16,2010,7,16,0.179
2010-07-17,2010,7,17,0.165
2010-07-18,2010,7,18,0.147
2010-07-19,2010,7,19,0.382
2010-07-20,2010,7,20,0.337
2010-07-21,2010,7,21,0.27
2010-07-22,2010,7,22,0.205
2010-07-23,2010,7,23,5.75
2010-07-24,2010,7,24,2.47
2010-07-25,2010,7,25,1.65
2010-07-26,2010,7,26,0.812
2010-07-27,2010,7,27,0.514
2010-07-28,2010,7,28,0.401
2010-07-29,2010,7,29,0.445
2010-07-30,2010,7,30,0.334
2010-07-31,2010,7,31,0.27
2010-08-01,2010,8,1,0.225
2010-08-02,2010,8,2,0.204
2010-08-03,2010,8,3,0.202
2010-08-04,2010,8,4,0.182
2010-08-05,2010,8,5,0.174
2010-08-06,2010,8,6,0.159
2010-08-07,2010,8,7,0.144
2010-08-08,2010,8,8,0.161
2010-08-09,2010,8,9,0.41
2010-08-10,2010,8,10,0.689
2010-08-11,2010,8,11,0.394
2010-08-12,2010,8,12,0.289
2010-08-13,2010,8,13,0.231
2010-08-14,2010,8,14,0.196
2010-08-15,2010,8,15,0.195
2010-08-16,2010,8,16,0.487
2010-08-17,2010,8,17,0.346
2010-08-18,2010,8,18,0.243
2010-08-19,2010,8,19,0.205
2010-08-20,2010,8,20,0.273
2010-08-21,2010,8,21,0.227
2010-08-22,2010,8,22,1.66
2010-08-23,2010,8,23,1.06
2010-08-24,2010,8,24,0.581
2010-08-25,2010,8,25,0.424
2010-08-26,2010,8,26,0.481
2010-08-27,2010,8,27,0.348
2010-08-28,2010,8,28,0.284
2010-08-29,2010,8,29,0.246
2010-08-30,2010,8,30,0.212
2010-08-31,2010,8,31,0.186
2010-09-01,2010,9,1,0.177
2010-09-02,2010,9,2,0.2
2010-09-03,2010,9,3,1.1
2010-09-04,2010,9,4,0.8
2010-09-05,2010,9,5,0.5
2010-09-06,2010,9,6,0.35
2010-09-07,2010,9,7,0.29
2010-09-08,2010,9,8,0.26
2010-09-09,2010,9,9,0.254
2010-09-10,2010,9,10,0.249
2010-09-11,2010,9,11,0.227
2010-09-12,2010,9,12,0.294
2010-09-13,2010,9,13,0.326
2010-09-14,2010,9,14,0.316
2010-09-15,2010,9,15,0.249
2010-09-16,2010,9,16,0.429
2010-09-17,2010,9,17,0.806
2010-09-18,2010,9,18,0.458
2010-09-19,2010,9,19,0.35
2010-09-20,2010,9,20,0.293
2010-09-21,2010,9,21,0.264
2010-09-22,2010,9,22,0.469
2010-09-23,2010,9,23,0.457
2010-09-24,2010,9,24,0.345
2010-09-25,2010,9,25,0.279
2010-09-26,2010,9,26,0.245
2010-09-27,2010,9,27,0.245
2010-09-28,2010,9,28,0.484
2010-09-29,2010,9,29,0.86
2010-09-30,2010,9,30,0.539
2010-10-01,2010,10,1,0.398
2010-10-02,2010,10,2,0.325
2010-10-03,2010,10,3,0.29
2010-10-04,2010,10,4,0.265
2010-10-05,2010,10,5,0.291
2010-10-06,2010,10,6,1.3
2010-10-07,2010,10,7,0.767
2010-10-08,2010,10,8,0.487
2010-10-09,2010,10,9,0.391
2010-10-10,2010,10,10,0.344
2010-10-11,2010,10,11,0.327
2010-10-12,2010,10,12,0.33
2010-10-13,2010,10,13,0.287
2010-10-14,2010,10,14,1.14
2010-10-15,2010,10,15,1.59
2010-10-16,2010,10,16,0.813
2010-10-17,2010,10,17,0.596
2010-10-18,2010,10,18,0.488
2010-10-19,2010,10,19,0.448
2010-10-20,2010,10,20,0.395
2010-10-21,2010,10,21,0.472
2010-10-22,2010,10,22,0.521
2010-10-23,2010,10,23,0.452
2010-10-24,2010,10,24,0.946
2010-10-25,2010,10,25,1.47
2010-10-26,2010,10,26,0.971
2010-10-27,2010,10,27,1.54
2010-10-28,2010,10,28,0.966
2010-10-29,2010,10,29,0.683
2010-10-30,2010,10,30,0.569
2010-10-31,2010,10,31,0.51
2010-11-01,2010,11,1,0.448
2010-11-02,2010,11,2,0.419
2010-11-03,2010,11,3,0.416
2010-11-04,2010,11,4,0.441
2010-11-05,2010,11,5,0.5
2010-11-06,2010,11,6,0.602
2010-11-07,2010,11,7,0.517
2010-11-08,2010,11,8,0.473
2010-11-09,2010,11,9,0.435
2010-11-10,2010,11,10,0.409
2010-11-11,2010,11,11,0.395
2010-11-12,2010,11,12,0.396
2010-11-13,2010,11,13,0.387
2010-11-14,2010,11,14,0.386
2010-11-15,2010,11,15,0.422
2010-11-16,2010,11,16,0.411
2010-11-17,2010,11,17,2.42
2010-11-18,2010,11,18,1.87
2010-11-19,2010,11,19,1.14
2010-11-20,2010,11,20,0.898
2010-11-21,2010,11,21,0.713
2010-11-22,2010,11,22,0.717
2010-11-23,2010,11,23,1.2
2010-11-24,2010,11,24,1.08
2010-11-25,2010,11,25,0.832
2010-11-26,2010,11,26,1.74
2010-11-27,2010,11,27,1.38
2010-11-28,2010,11,28,0.905
2010-11-29,2010,11,29,0.751
2010-11-30,2010,11,30,0.904
2010-12-01,2010,12,1,8.93
2010-12-02,2010,12,2,4.88
2010-12-03,2010,12,3,2.04
2010-12-04,2010,12,4,1.37
2010-12-05,2010,12,5,0.92
2010-12-06,2010,12,6,0.85
2010-12-07,2010,12,7,0.75
2010-12-08,2010,12,8,0.65
2010-12-09,2010,12,9,0.58
2010-12-10,2010,12,10,0.612
2010-12-11,2010,12,11,0.649
2010-12-12,2010,12,12,1.07
2010-12-13,2010,12,13,2.05
2010-12-14,2010,12,14,1.24
2010-12-15,2010,12,15,0.979
2010-12-16,2010,12,16,0.894
2010-12-17,2010,12,17,0.836
2010-12-18,2010,12,18,0.778
2010-12-19,2010,12,19,0.724
2010-12-20,2010,12,20,0.668
2010-12-21,2010,12,21,0.618
2010-12-22,2010,12,22,0.6
2010-12-23,2010,12,23,0.585
2010-12-24,2010,12,24,0.578
2010-12-25,2010,12,25,0.566
2010-12-26,2010,12,26,0.564
2010-12-27,2010,12,27,0.533
2010-12-28,2010,12,28,0.643
2010-12-29,2010,12,29,0.595
2010-12-30,2010,12,30,0.571
2010-12-31,2010,12,31,0.597
2011-01-01,2011,1,1,2.71
2011-01-02,2011,1,2,7.22
2011-01-03,2011,1,3,2.29
2011-01-04,2011,1,4,1.27
2011-01-05,2011,1,5,0.806
2011-01-06,2011,1,6,0.719
2011-01-07,2011,1,7,0.798
2011-01-08,2011,1,8,0.669
2011-01-09,2011,1,9,0.6
2011-01-10,2011,1,10,0.56
2011-01-11,2011,1,11,0.522
2011-01-12,2011,1,12,0.536
2011-01-13,2011,1,13,0.52
2011-01-14,2011,1,14,0.549
2011-01-15,2011,1,15,0.564
2011-01-16,2011,1,16,0.563
2011-01-17,2011,1,17,0.553
2011-01-18,2011,1,18,0.629
2011-01-19,2011,1,19,0.667
2011-01-20,2011,1,20,0.615
2011-01-21,2011,1,21,0.607
2011-01-22,2011,1,22,0.598
2011-01-23,2011,1,23,0.585
2011-01-24,2011,1,24,0.567
2011-01-25,2011,1,25,0.581
2011-01-26,2011,1,26,0.662
2011-01-27,2011,1,27,0.695
2011-01-28,2011,1,28,0.647
2011-01-29,2011,1,29,0.587
2011-01-30,2011,1,30,0.549
2011-01-31,2011,1,31,0.547
2011-02-01,2011,2,1,0.668
2011-02-02,2011,2,2,0.606
2011-02-03,2011,2,3,0.557
2011-02-04,2011,2,4,0.599
2011-02-05,2011,2,5,0.529
2011-02-06,2011,2,6,0.513
2011-02-07,2011,2,7,0.553
2011-02-08,2011,2,8,0.457
2011-02-09,2011,2,9,0.384
2011-02-10,2011,2,10,0.332
2011-02-11,2011,2,11,0.315
2011-02-12,2011,2,12,0.348
2011-02-13,2011,2,13,0.432
2011-02-14,2011,2,14,0.504
2011-02-15,2011,2,15,0.51
2011-02-16,2011,2,16,0.475
2011-02-17,2011,2,17,0.544
2011-02-18,2011,2,18,2.16
2011-02-19,2011,2,19,4.96
2011-02-20,2011,2,20,3.09
2011-02-21,2011,2,21,2.17
2011-02-22,2011,2,22,1.56
2011-02-23,2011,2,23,1.18
2011-02-24,2011,2,24,1.13
2011-02-25,2011,2,25,0.899
2011-02-26,2011,2,26,0.845
2011-02-27,2011,2,27,1.01
2011-02-28,2011,2,28,2.02
2011-03-01,2011,3,1,4.91
2011-03-02,2011,3,2,3.42
2011-03-03,2011,3,3,2.13
2011-03-04,2011,3,4,1.95
2011-03-05,2011,3,5,9.21
2011-03-06,2011,3,6,20.5
2011-03-07,2011,3,7,9.17
2011-03-08,2011,3,8,5.24
2011-03-09,2011,3,9,3.5
2011-03-10,2011,3,10,7.48
2011-03-11,2011,3,11,29.2
2011-03-12,2011,3,12,13.8
2011-03-13,2011,3,13,6.01
2011-03-14,2011,3,14,3.93
2011-03-15,2011,3,15,3.37
2011-03-16,2011,3,16,5.93
2011-03-17,2011,3,17,6.74
2011-03-18,2011,3,18,9.33
2011-03-19,2011,3,19,4.56
2011-03-20,2011,3,20,2.26
2011-03-21,2011,3,21,3.21
2011-03-22,2011,3,22,3.08
2011-03-23,2011,3,23,1.92
2011-03-24,2011,3,24,1.41
2011-03-25,2011,3,25,1.19
2011-03-26,2011,3,26,0.965
2011-03-27,2011,3,27,0.836
2011-03-28,2011,3,28,0.736
2011-03-29,2011,3,29,0.659
2011-03-30,2011,3,30,0.649
2011-03-31,2011,3,31,0.704
2011-04-01,2011,4,1,0.739
2011-04-02,2011,4,2,0.763
2011-04-03,2011,4,3,0.739
2011-04-04,2011,4,4,2.45
2011-04-05,2011,4,5,2.67
2011-04-06,2011,4,6,1.47
2011-04-07,2011,4,7,1.14
2011-04-08,2011,4,8,0.993
2011-04-09,2011,4,9,0.864
2011-04-10,2011,4,10,0.98
2011-04-11,2011,4,11,1.39
2011-04-12,2011,4,12,1.03
2011-04-13,2011,4,13,0.825
2011-04-14,2011,4,14,0.766
2011-04-15,2011,4,15,0.671
2011-04-16,2011,4,16,1.12
2011-04-17,2011,4,17,2.4
2011-04-18,2011,4,18,1.43
2011-04-19,2011,4,19,1.04
2011-04-20,2011,4,20,2.02
2011-04-21,2011,4,21,2.05
2011-04-22,2011,4,22,1.27
2011-04-23,2011,4,23,1.73
2011-04-24,2011,4,24,1.6
2011-04-25,2011,4,25,1.13
2011-04-26,2011,4,26,1.35
2011-04-27,2011,4,27,2.07
2011-04-28,2011,4,28,3.05
2011-04-29,2011,4,29,2.06
2011-04-30,2011,4,30,1.28
2011-05-01,2011,5,1,1.02
2011-05-02,2011,5,2,1.2
2011-05-03,2011,5,3,1.22
2011-05-04,2011,5,4,1.72
2011-05-05,2011,5,5,1.16
2011-05-06,2011,5,6,0.885
2011-05-07,2011,5,7,0.884
2011-05-08,2011,5,8,0.75
2011-05-09,2011,5,9,0.633
2011-05-10,2011,5,10,0.566
2011-05-11,2011,5,11,0.533
2011-05-12,2011,5,12,0.496
2011-05-13,2011,5,13,0.479
2011-05-14,2011,5,14,0.551
2011-05-15,2011,5,15,4.48
2011-05-16,2011,5,16,4.93
2011-05-17,2011,5,17,2.35
2011-05-18,2011,5,18,2.1
2011-05-19,2011,5,19,3.56
2011-05-20,2011,5,20,1.94
2011-05-21,2011,5,21,1.28
2011-05-22,2011,5,22,0.957
2011-05-23,2011,5,23,0.849
2011-05-24,2011,5,24,0.996
2011-05-25,2011,5,25,0.755
2011-05-26,2011,5,26,1.95
2011-05-27,2011,5,27,3.58
2011-05-28,2011,5,28,2.15
2011-05-29,2011,5,29,1.41
2011-05-30,2011,5,30,1.08
2011-05-31,2011,5,31,0.81
2011-06-01,2011,6,1,0.627
2011-06-02,2011,6,2,0.472
2011-06-03,2011,6,3,0.41
2011-06-04,2011,6,4,0.532
2011-06-05,2011,6,5,0.716
2011-06-06,2011,6,6,0.496
2011-06-07,2011,6,7,0.416
2011-06-08,2011,6,8,0.421
2011-06-09,2011,6,9,0.473
2011-06-10,2011,6,10,0.383
2011-06-11,2011,6,11,0.526
2011-06-12,2011,6,12,0.864
2011-06-13,2011,6,13,0.554
2011-06-14,2011,6,14,0.518
2011-06-15,2011,6,15,0.454
2011-06-16,2011,6,16,0.413
2011-06-17,2011,6,17,0.418
2011-06-18,2011,6,18,0.395
2011-06-19,2011,6,19,0.357
2011-06-20,2011,6,20,0.341
2011-06-21,2011,6,21,0.329
2011-06-22,2011,6,22,0.338
2011-06-23,2011,6,23,1.9
2011-06-24,2011,6,24,2.22
2011-06-25,2011,6,25,1.03
2011-06-26,2011,6,26,0.679
2011-06-27,2011,6,27,0.491
2011-06-28,2011,6,28,0.425
2011-06-29,2011,6,29,0.377
2011-06-30,2011,6,30,0.341
2011-07-01,2011,7,1,0.3
2011-07-02,2011,7,2,0.28
2011-07-03,2011,7,3,0.293
2011-07-04,2011,7,4,0.254
2011-07-05,2011,7,5,0.228
2011-07-06,2011,7,6,0.268
2011-07-07,2011,7,7,0.247
2011-07-08,2011,7,8,0.217
2011-07-09,2011,7,9,0.202
2011-07-10,2011,7,10,0.185
2011-07-11,2011,7,11,0.174
2011-07-12,2011,7,12,0.165
2011-07-13,2011,7,13,0.146
2011-07-14,2011,7,14,0.13
2011-07-15,2011,7,15,0.126
2011-07-16,2011,7,16,0.128
2011-07-17,2011,7,17,0.131
2011-07-18,2011,7,18,0.12
2011-07-19,2011,7,19,0.116
2011-07-20,2011,7,20,0.112
2011-07-21,2011,7,21,0.112
2011-07-22,2011,7,22,0.112
2011-07-23,2011,7,23,0.145
2011-07-24,2011,7,24,0.162
2011-07-25,2011,7,25,0.301
2011-07-26,2011,7,26,0.375
2011-07-27,2011,7,27,0.263
2011-07-28,2011,7,28,0.202
2011-07-29,2011,7,29,0.213
2011-07-30,2011,7,30,0.236
2011-07-31,2011,7,31,0.184
2011-08-01,2011,8,1,0.152
2011-08-02,2011,8,2,0.134
2011-08-03,2011,8,3,0.281
2011-08-04,2011,8,4,0.385
2011-08-05,2011,8,5,0.264
2011-08-06,2011,8,6,0.21
2011-08-07,2011,8,7,0.224
2011-08-08,2011,8,8,0.307
2011-08-09,2011,8,9,0.63
2011-08-10,2011,8,10,0.824
2011-08-11,2011,8,11,0.453
2011-08-12,2011,8,12,0.301
2011-08-13,2011,8,13,0.258
2011-08-14,2011,8,14,0.237
2011-08-15,2011,8,15,0.292
2011-08-16,2011,8,16,0.227
2011-08-17,2011,8,17,0.178
2011-08-18,2011,8,18,0.163
2011-08-19,2011,8,19,0.142
2011-08-20,2011,8,20,0.129
2011-08-21,2011,8,21,0.15
2011-08-22,2011,8,22,0.19
2011-08-23,2011,8,23,0.159
2011-08-24,2011,8,24,0.157
2011-08-25,2011,8,25,0.503
2011-08-26,2011,8,26,0.327
2011-08-27,2011,8,27,0.248
2011-08-28,2011,8,28,0.211
2011-08-29,2011,8,29,0.179
2011-08-30,2011,8,30,0.172
2011-08-31,2011,8,31,0.204
2011-09-01,2011,9,1,0.159
2011-09-02,2011,9,2,0.186
2011-09-03,2011,9,3,0.225
2011-09-04,2011,9,4,0.214
2011-09-05,2011,9,5,0.318
2011-09-06,2011,9,6,0.258
2011-09-07,2011,9,7,0.201
2011-09-08,2011,9,8,0.185
2011-09-09,2011,9,9,0.176
2011-09-10,2011,9,10,0.166
2011-09-11,2011,9,11,0.145
2011-09-12,2011,9,12,0.14
2011-09-13,2011,9,13,0.14
2011-09-14,2011,9,14,0.142
2011-09-15,2011,9,15,0.155
2011-09-16,2011,9,16,0.161
2011-09-17,2011,9,17,0.161
2011-09-18,2011,9,18,0.14
2011-09-19,2011,9,19,0.148
2011-09-20,2011,9,20,0.39
2011-09-21,2011,9,21,0.309
2011-09-22,2011,9,22,0.342
2011-09-23,2011,9,23,0.525
2011-09-24,2011,9,24,1.3
2011-09-25,2011,9,25,0.534
2011-09-26,2011,9,26,0.399
2011-09-27,2011,9,27,0.298
2011-09-28,2011,9,28,0.262
2011-09-29,2011,9,29,0.254
2011-09-30,2011,9,30,0.53
2011-10-01,2011,10,1,0.475
2011-10-02,2011,10,2,0.319
2011-10-03,2011,10,3,0.374
2011-10-04,2011,10,4,0.412
2011-10-05,2011,10,5,0.341
2011-10-06,2011,10,6,0.268
2011-10-07,2011,10,7,0.246
2011-10-08,2011,10,8,0.239
2011-10-09,2011,10,9,0.231
2011-10-10,2011,10,10,0.22
2011-10-11,2011,10,11,0.214
2011-10-12,2011,10,12,0.231
2011-10-13,2011,10,13,0.483
2011-10-14,2011,10,14,0.542
2011-10-15,2011,10,15,0.577
2011-10-16,2011,10,16,0.472
2011-10-17,2011,10,17,0.382
2011-10-18,2011,10,18,0.35
2011-10-19,2011,10,19,0.326
2011-10-20,2011,10,20,3.15
2011-10-21,2011,10,21,1.73
2011-10-22,2011,10,22,0.864
2011-10-23,2011,10,23,0.626
2011-10-24,2011,10,24,0.544
2011-10-25,2011,10,25,0.541
2011-10-26,2011,10,26,1.93
2011-10-27,2011,10,27,1.48
2011-10-28,2011,10,28,0.91
2011-10-29,2011,10,29,0.685
2011-10-30,2011,10,30,0.555
2011-10-31,2011,10,31,0.49
2011-11-01,2011,11,1,0.439
2011-11-02,2011,11,2,0.416
2011-11-03,2011,11,3,0.391
2011-11-04,2011,11,4,0.367
2011-11-05,2011,11,5,0.341
2011-11-06,2011,11,6,0.352
2011-11-07,2011,11,7,0.35
2011-11-08,2011,11,8,0.341
2011-11-09,2011,11,9,0.342
2011-11-10,2011,11,10,0.429
2011-11-11,2011,11,11,0.399
2011-11-12,2011,11,12,0.356
2011-11-13,2011,11,13,0.348
2011-11-14,2011,11,14,0.383
2011-11-15,2011,11,15,0.512
2011-11-16,2011,11,16,0.438
2011-11-17,2011,11,17,0.387
2011-11-18,2011,11,18,0.349
2011-11-19,2011,11,19,0.332
2011-11-20,2011,11,20,0.333
2011-11-21,2011,11,21,0.32
2011-11-22,2011,11,22,0.308
2011-11-23,2011,11,23,0.541
2011-11-24,2011,11,24,0.581
2011-11-25,2011,11,25,0.48
2011-11-26,2011,11,26,0.429
2011-11-27,2011,11,27,0.436
2011-11-28,2011,11,28,0.761
2011-11-29,2011,11,29,5.59
2011-11-30,2011,11,30,13
2011-12-01,2011,12,1,3.4
2011-12-02,2011,12,2,2.06
2011-12-03,2011,12,3,1.5
2011-12-04,2011,12,4,1.28
2011-12-05,2011,12,5,2.55
2011-12-06,2011,12,6,5.39
2011-12-07,2011,12,7,3.12
2011-12-08,2011,12,8,1.75
2011-12-09,2011,12,9,1.24
2011-12-10,2011,12,10,1
2011-12-11,2011,12,11,0.851
2011-12-12,2011,12,12,0.702
2011-12-13,2011,12,13,0.643
2011-12-14,2011,12,14,0.671
2011-12-15,2011,12,15,2
2011-12-16,2011,12,16,1.97
2011-12-17,2011,12,17,1.14
2011-12-18,2011,12,18,0.81
2011-12-19,2011,12,19,0.743
2011-12-20,2011,12,20,0.687
2011-12-21,2011,12,21,0.654
2011-12-22,2011,12,22,0.879
2011-12-23,2011,12,23,0.81
2011-12-24,2011,12,24,0.602
2011-12-25,2011,12,25,0.622
2011-12-26,2011,12,26,0.585
2011-12-27,2011,12,27,0.611
2011-12-28,2011,12,28,0.612
2011-12-29,2011,12,29,0.506
2011-12-30,2011,12,30,0.581
2011-12-31,2011,12,31,0.656
2012-01-01,2012,1,1,1.23
2012-01-02,2012,1,2,3.26
2012-01-03,2012,1,3,1.12
2012-01-04,2012,1,4,0.891
2012-01-05,2012,1,5,0.791
2012-01-06,2012,1,6,0.699
2012-01-07,2012,1,7,0.657
2012-01-08,2012,1,8,0.65
2012-01-09,2012,1,9,0.585
2012-01-10,2012,1,10,0.576
2012-01-11,2012,1,11,0.577
2012-01-12,2012,1,12,0.738
2012-01-13,2012,1,13,1.81
2012-01-14,2012,1,14,0.795
2012-01-15,2012,1,15,0.6
2012-01-16,2012,1,16,0.584
2012-01-17,2012,1,17,0.751
2012-01-18,2012,1,18,1.47
2012-01-19,2012,1,19,0.765
2012-01-20,2012,1,20,0.548
2012-01-21,2012,1,21,0.504
2012-01-22,2012,1,22,0.466
2012-01-23,2012,1,23,1.5
2012-01-24,2012,1,24,3.06
2012-01-25,2012,1,25,1.07
2012-01-26,2012,1,26,0.807
2012-01-27,2012,1,27,1.57
2012-01-28,2012,1,28,1.61
2012-01-29,2012,1,29,0.954
2012-01-30,2012,1,30,0.723
2012-01-31,2012,1,31,0.805
2012-02-01,2012,2,1,5.38
2012-02-02,2012,2,2,2.09
2012-02-03,2012,2,3,1.05
2012-02-04,2012,2,4,0.842
2012-02-05,2012,2,5,0.78
2012-02-06,2012,2,6,0.831
2012-02-07,2012,2,7,0.875
